x,cp
0.004865485288765736, 3.748339632149154
0.0028722600151169786, 3.517823129251699
0.0028722600151169786, 3.2877551020408156
0.010346854791299265, 3.7788359788359784
0.01632653061224465, 3.6173847316704446
0.021807900114778622, 3.415570672713528
0.025296044343663393, 3.247392290249433
0.03127572016460878, 3.1330309901738467
0.03426555807508169, 2.998488284202569
0.04024523389602752, 2.8908541194255477
0.04622490971697335, 2.74285714285714
0.052204585537918735, 2.6217687074829925
0.058184261358864564, 2.5141345427059676
0.06416393717980995, 2.419954648526076
0.07014361300075578, 2.325774754346181
0.0761232888217016, 2.245049130763416
0.08210296464264699, 2.177777777777777
0.08808264046359282, 2.1105064247921383
0.0940623162845382, 2.0365079365079346
0.10004199210548403, 1.9826908541194221
0.10602166792642986, 1.9288737717309132
0.11200134374737525, 1.8817838246409657
0.11798101956832108, 1.8279667422524533
0.1239606953892669, 1.7876039304610707
0.1299403712102123, 1.7472411186696881
0.13592004703115812, 1.7001511715797406
0.1418997228521035, 1.6665154950869194
0.14787939867304933, 1.6261526832955369
0.15385907449399516, 1.5857898715041543
0.15983875031494055, 1.558881330309898
0.16581842613588638, 1.5319727891156418
0.1717981019568322, 1.4916099773242593
0.1777777777777776, 1.464701436130003
0.18375745359872342, 1.4310657596371854
0.1897371294196688, 1.4108843537414941
0.19571680524061463, 1.377248677248673
0.20169648106156046, 1.3436130007558553
0.20767615688250585, 1.3301587301587254
0.21365583270345168, 1.2965230536659078
0.2196355085243975, 1.2763416477702165
0.2256151843453429, 1.2494331065759603
0.23159486016628872, 1.235978835978834
0.2375745359872341, 1.2090702947845777
0.24355421180817993, 1.1821617535903215
0.24953388762912576, 1.1687074829931952
0.25551356345007115, 1.141798941798939
0.261493239271017, 1.1148904006046827
0.2674729150919628, 1.1081632653061178
0.2734525909129082, 1.081254724111865
0.279432266733854, 1.0610733182161702
0.2854119425547994, 1.047619047619044
0.29139161837574523, 1.0341647770219176
0.29737129419669106, 1.0072562358276613
0.30335097001763645, 0.9938019652305314
0.3093306458385823, 0.9803476946334051
0.31531032165952766, 0.9534391534391489
0.3212899974804735, 0.9399848828420225
0.3272696733014193, 0.9198034769463312
0.3332493491223647, 0.9063492063492014
0.33922902494331053, 0.89962207105064
0.34520870076425636, 0.8727135298563837
0.35118837658520174, 0.8592592592592574
0.3571680524061476, 0.8458049886621275
0.36314772822709296, 0.8323507180650012
0.3691274040480388, 0.8188964474678713
0.3751070798689846, 0.8054421768707449
0.38108675568993, 0.7919879062736186
0.38706643151087583, 0.7718065003779238
0.39304610733182166, 0.7650793650793624
0.39902578315276704, 0.7448979591836711
0.4050054589737129, 0.7314436885865412
0.41098513479465826, 0.7247165532879798
0.4169648106156041, 0.704535147392285
0.4229444864365499, 0.6978080120937236
0.4289241622574953, 0.6843537414965937
0.43490383807844113, 0.6708994708994673
0.44088351389938696, 0.657445200302341
0.44686318972033234, 0.650718065003776
0.4528428655412782, 0.6305366591080848
0.45882254136222356, 0.6238095238095198
0.4648022171831694, 0.6103552532123935
0.4707818930041152, 0.6036281179138285
0.4767615688250606, 0.5901738473167022
0.48274124464600643, 0.5699924414210074
0.4887209204669518, 0.5498110355253161
0.49470059628789764, 0.5498110355253161
0.5006802721088435, 0.5498110355253161
0.5066599479297889, 0.5363567649281897
0.5126396237507347, 0.5229024943310634
0.5186192995716805, 0.5161753590324984
0.5245989753926259, 0.5094482237339335
0.5305786512135717, 0.49599395313680716
0.5365583270345171, 0.4892668178382422
0.5425380028554629, 0.46908541194255093
0.5485176786764088, 0.46908541194255093
0.5544973544973542, 0.44890400604685965
0.5604770303183, 0.4421768707482947
0.5664567061392458, 0.42872260015116836
0.5724363819601912, 0.42872260015116836
0.578416057781137, 0.4152683295540385
0.5843957336020824, 0.4085411942554771
0.5903754094230282, 0.3950869236583472
0.5963550852439741, 0.3883597883597858
0.6023347610649195, 0.38163265306122085
0.6083144368858653, 0.36145124716552957
0.6142941127068111, 0.36145124716552957
0.6202737885277565, 0.3479969765683997
0.6262534643487023, 0.33454270597127334
0.6322331401696477, 0.321088435374147
0.6382128159905935, 0.321088435374147
0.6441924918115394, 0.3076341647770171
0.6501721676324848, 0.3076341647770171
0.6561518434534306, 0.3076341647770171
0.662131519274376, 0.2807256235827609
0.6681111950953218, 0.2807256235827609
0.6740908709162676, 0.2739984882841995
0.680070546737213, 0.2538170823885082
0.6860502225581588, 0.2538170823885082
0.6920298983791047, 0.2403628117913783
0.69800957420005, 0.2403628117913783
0.7039892500209959, 0.2336356764928169
0.7099689258419413, 0.22018140589568702
0.7159486016628871, 0.20672713529856068
0.7219282774838329, 0.19999999999999574
0.7279079533047783, 0.19999999999999574
0.7338876291257241, 0.1865457294028694
0.73986730494667, 0.1730914588057395
0.7458469807676154, 0.1663643235071781
0.7518266565885612, 0.15963718820861317
0.7578063324095066, 0.15291005291004822
0.7637860082304524, 0.14618291761148328
0.7697656840513982, 0.13272864701435694
0.7757453598723436, 0.126001511715792
0.7817250356932894, 0.11254724111866565
0.7877047115142353, 0.09909297052153931
0.7936843873351807, 0.10582010582010071
0.8026539010665994, 0.09236583522297437
0.8086335768875448, 0.07891156462584448
0.8146132527084906, 0.06545729402871814
0.820592928529436, 0.06545729402871814
0.8265726043503818, 0.0520030234315918
0.8325522801713277, 0.045275888133026854
0.838531955992273, 0.03854875283446191
0.8445116318132189, 0.03854875283446191
0.8504913076341647, 0.02509448223733557
0.8564709834551101, 0.011640211640205678
0.8624506592760559, 0.011640211640205678
0.8684303350970013, -0.008541194255485607
0.8744100109179471, -0.015268329554047
0.880389686738893, -0.021995464852611946
0.8863693625598383, -0.02872260015117689
0.8923490383807842, -0.035449735449738284
0.89832871420173, -0.04217687074830323
0.9043083900226754, -0.05563114134543312
0.9102880658436212, -0.06908541194255946
0.9162677416645666, -0.06908541194255946
0.9222474174855124, -0.0825396825396858
0.9282270933064583, -0.09599395313681569
0.9342067691274036, -0.10272108843537708
0.9401864449483495, -0.12290249433107192
0.9461661207692948, -0.12290249433107192
0.9521457965902407, -0.12962962962963331
0.9581254724111865, -0.13635676492819826
0.9641051482321319, -0.15653817082388954
0.9700848240530777, -0.1632653061224545
0.9760644998740236, -0.1632653061224545
0.9820441756949689, -0.1632653061224545
0.9880238515159148, -0.17671957671958083
0.9940035273368601, -0.16999244142101588
